customer_id,churn_proba,segment,churn_label
C126789,0.8629134190585668,High,1
C131800,0.8624459902953818,High,1
C119298,0.8620860781024344,High,1
C147846,0.8610432306807534,High,1
C139198,0.8604319846326502,High,1
C136065,0.8597167485121234,High,1
C104047,0.8594851896318798,High,1
C113749,0.8593894005472807,High,1
C117548,0.8593135233713398,High,1
C147195,0.8591250669934788,High,1
C101969,0.8588228914905537,High,1
C133598,0.8587911307426196,High,1
C149362,0.8587201748528588,High,1
C113822,0.8584808894305188,High,1
C137027,0.8584148406811993,High,1
C107929,0.857942443855553,High,1
C143128,0.8578770284650213,High,1
C100871,0.8578634010055277,High,1
C128992,0.8576995239316421,High,1
C129130,0.8576058640218379,High,1
C146201,0.8568767491360135,High,1
C132323,0.8568601880647058,High,1
C126967,0.8564655589300468,High,1
C115398,0.8562806170051933,High,1
C121130,0.8562259034733648,High,1
C146911,0.8562105915547974,High,1
C105454,0.8561092607496128,High,1
C146853,0.8560171685483066,High,1
C100379,0.8559890075279185,High,1
C117249,0.855975312630519,High,1
C126734,0.8559541266631745,High,1
C149056,0.8559252909084765,High,1
C108160,0.8558280656737045,High,1
C105422,0.8557042548614194,High,1
C146556,0.8555789958717901,High,1
C148596,0.8554555081501335,High,1
C112093,0.855259378627866,High,1
C126633,0.8551776796920401,High,1
C104409,0.8551614889145643,High,1
C126377,0.8550744312032784,High,1
C111721,0.8550558542260669,High,1
C145212,0.8550478325997035,High,1
C140510,0.8550084240264059,High,1
C111498,0.8549705613947808,High,1
C101739,0.854951335153282,High,1
C118787,0.8548691230486425,High,1
C101495,0.8548031225483368,High,1
C126319,0.8547992202632968,High,1
C147657,0.854696686037212,High,1
C117439,0.8546920917826885,High,1
C139867,0.854611096953265,High,1
C118030,0.8546065539380249,High,1
C147652,0.8545622393916216,High,1
C108922,0.8545376759369848,High,1
C135243,0.8544508211757775,High,1
C134836,0.8544131790603968,High,1
C126343,0.8543978978440849,High,1
C141936,0.8543814177680951,High,1
C129910,0.8543813664652075,High,1
C140907,0.8543640008807007,High,1
C131910,0.8543566086579798,High,1
C104775,0.8543410801786607,High,1
C127979,0.8541772380130425,High,1
C115356,0.8540676133455855,High,1
C125591,0.8538842518457617,High,1
C134479,0.8538494208106346,High,1
C115325,0.8538311087367635,High,1
C115287,0.8536689614446975,High,1
C148634,0.8536052765121346,High,1
C116297,0.8535985232054017,High,1
C107850,0.8534733231631746,High,1
C107845,0.853237792789999,High,1
C135031,0.8532175751819746,High,1
C106925,0.8530632159372175,High,1
C138553,0.8530630441795692,High,1
C109142,0.8529299855106846,High,1
C136141,0.8529264342356783,High,1
C117117,0.852847571285842,High,1
C134103,0.8527537758558437,High,1
C138764,0.8527498151993188,High,1
C140146,0.8527416183682343,High,1
C113259,0.8527077157774102,High,1
C116968,0.8526862096271899,High,1
C148812,0.8526150207661971,High,1
C109117,0.8525781396456864,High,1
C109653,0.8525690088599801,High,1
C114291,0.8525597533942727,High,1
C147060,0.8525244637809191,High,1
C141489,0.8524211953621451,High,1
C111697,0.8523552404472772,High,1
C145370,0.8523072423999979,High,1
C104938,0.8521821994969753,High,1
C121428,0.8520707824160603,High,1
C101477,0.8520529446554257,High,1
C127021,0.8520248211483782,High,1
C118982,0.8519084299334517,High,1
C136751,0.8518733729180196,High,1
C103658,0.8518672381035647,High,1
C136661,0.8518216502146828,High,1
C116542,0.8517944140649409,High,1
C140683,0.8516913708110643,High,1
C135853,0.8516461239534249,High,1
C144262,0.8516435013212544,High,1
C149823,0.8516355972207414,High,1
C103227,0.851581552045136,High,1
C147634,0.8514928160252487,High,1
C131789,0.8514361717866166,High,1
C144957,0.8514350054212289,High,1
C104977,0.8514208754295622,High,1
C107242,0.8514108196988676,High,1
C113460,0.8513244104517713,High,1
C117436,0.8513144144682696,High,1
C114054,0.8513111946458252,High,1
C102799,0.85129270053701,High,1
C112914,0.8512506544262439,High,1
C137868,0.8512481597960259,High,1
C101463,0.8511887016420414,High,1
C112787,0.8511812441504044,High,1
C118108,0.8511668853876196,High,1
C137143,0.8511190062657304,High,1
C110342,0.8510903621236151,High,1
C126161,0.8510251873746358,High,1
C104313,0.8509827025501085,High,1
C110525,0.8509641266120282,High,1
C111940,0.8509489080413045,High,1
C113856,0.8509485385052274,High,1
C114988,0.8509059083994948,High,1
C121968,0.8507923273649419,High,1
C137772,0.8507747998839107,High,1
C124791,0.8507444112566231,High,1
C103980,0.850686721312098,High,1
C149429,0.850574166280694,High,1
C113761,0.8505515116770432,High,1
C117728,0.8505066310916379,High,1
C105155,0.8504787941948435,High,1
C142219,0.8504449557207963,High,1
C115891,0.8504350260927489,High,1
C106723,0.8503259825715266,High,1
C143158,0.8503078281448064,High,1
C144915,0.8503070414184729,High,1
C121460,0.8502681631741635,High,1
C117829,0.8501375281845086,High,1
C147517,0.850111278019506,High,1
C105497,0.8500546298998674,High,1
C137805,0.850017933343835,High,1
C114431,0.8498862757878791,High,1
C116691,0.8498684577822694,High,1
C132806,0.8498185922983172,High,1
C145701,0.8498119891277373,High,1
C143336,0.8495098015631605,High,1
C125758,0.8494993861535203,High,1
C105629,0.8494882923263356,High,1
C129757,0.8494761352444888,High,1
C138690,0.8494750035350928,High,1
C117516,0.8494547958265398,High,1
C103890,0.8494450336262742,High,1
C106025,0.8494196337054498,High,1
C111478,0.8493829136278679,High,1
C133916,0.8493141728594154,High,1
C103548,0.8493060562865508,High,1
C130601,0.8492664397800807,High,1
C132961,0.8492607846441834,High,1
C127127,0.849253312069089,High,1
C133741,0.8492517348416514,High,1
C140403,0.8492233296292369,High,1
C130697,0.8491628486244671,High,1
C132565,0.8489824164867976,High,1
C114287,0.8489515035182094,High,1
C103613,0.8489475926892712,High,1
C129492,0.8488934756860853,High,1
C112701,0.8488064000803627,High,1
C118646,0.8487898351857367,High,1
C140716,0.8487343377299239,High,1
C113737,0.8487313254860896,High,1
C122916,0.8487158963325081,High,1
C140138,0.8486684768265604,High,1
C136693,0.8486481801134492,High,1
C138037,0.8485412659373982,High,1
C134194,0.848529296291718,High,1
C127658,0.8484983919780256,High,1
C133123,0.8484701553091146,High,1
C116761,0.8484451880476165,High,1
C106182,0.8484194237920368,High,1
C115512,0.8483702051876089,High,1
C125149,0.8483338075443877,High,1
C103467,0.8483010378359053,High,1
C129800,0.8482493893613543,High,1
C106250,0.8482379362971938,High,1
C111317,0.848178815151897,High,1
C107558,0.8481407035079568,High,1
C131237,0.8481242801784168,High,1
C141557,0.8480707233722264,High,1
C107409,0.8480645475033991,High,1
C124337,0.8479798799865375,High,1
C107250,0.8479676656494652,High,1
C106102,0.847933038557168,High,1
C147057,0.8478783856084265,High,1
C140707,0.847860895622286,High,1
C102595,0.8478261653508194,High,1
C130406,0.8478083138406508,High,1
C145433,0.8477876795658695,High,1
C148867,0.8477819682456033,High,1
C124978,0.8477573653735285,High,1
C103927,0.8476279532353254,High,1
C130721,0.8475611027212816,High,1
